Ataques,Year,Epoca,Month,Estacion,Country,Sex,Type,Activity,Injury,Mortal
4899,1927,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Surfing,Bitten,N
4900,1927,1900-1940,2,Invierno,NICARAGUA,M,Provoked,Feeling the sharks teeth,Varios,N
4901,1927,1900-1940,2,Invierno,AUSTRALIA,M,Unprovoked,Attempting to rescue drowning man,No injury,N
4902,1927,1900-1940,2,Invierno,NEW ZEALAND,M,Provoked,Fishing,Bitten,N
4903,1927,1900-1940,1,Invierno,SOUTH AFRICA,M,Unprovoked,Surfing,Laceraciones,N
4904,1927,1900-1940,1,Invierno,USA,M,Unprovoked,Swimming,Varios,N
4905,1927,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Bitten,Y
4906,1927,1900-1940,0,Sin datos,AUSTRALIA,M,Unprovoked,Swimming,Bitten,Y
4907,1927,1900-1940,0,Sin datos,AUSTRALIA,M,Unprovoked,Diving,Bitten,N
4908,1926,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Diving for trochus,Mortal,Y
4909,1926,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Diving,Varios,N
4910,1926,1900-1940,10,Otoño,PAPUA NEW GUINEA,M,Unprovoked,Jumped into the water,Bitten,Y
4911,1926,1900-1940,10,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Varios,N
4912,1926,1900-1940,10,Otoño,BERMUDA,UNKNOWN,Sea Disaster,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,Varios,N
4913,1926,1900-1940,9,Verano,PAPUA NEW GUINEA,M,Unprovoked,Jumped out of canoe,Mortal,Y
4914,1926,1900-1940,8,Verano,USA,M,Unprovoked,Swimming,Mortal,Y
4915,1926,1900-1940,7,Verano,ITALY,M,Unprovoked,Swimming,Mortal,Y
4916,1926,1900-1940,7,Verano,USA,M,Boat,Fishing,No injury,N
4917,1926,1900-1940,7,Verano,USA,M,Unprovoked,Swimming with dog near canning factory,Laceraciones,N
4918,1926,1900-1940,7,Verano,SPAIN,M,Invalid,Bathing,No injury,N
4919,1926,1900-1940,5,Primavera,USA,M,Unprovoked,Swimming,Mortal,Y
4920,1926,1900-1940,4,Primavera,SOUTH ATLANTIC OCEAN,M,Unprovoked,Fell overboard from SS Ripley Castle,Varios,N
4921,1926,1900-1940,4,Primavera,USA,F,Unprovoked,Swimming,Bitten,N
4922,1926,1900-1940,3,Invierno,AUSTRALIA,F,Unprovoked,Swimming ,Mortal,Y
4923,1926,1900-1940,1,Invierno,SOUTH AFRICA,M,Unprovoked,Swimming,Laceraciones,N
4924,1926,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Sin datos,Laceraciones,N
4925,1926,1900-1940,0,Sin datos,MONACO,M,Unprovoked,Sin datos,Mortal,Y
4926,1926,1900-1940,0,Sin datos,NEW ZEALAND,M,Provoked,Shark hoisted on board liner Tahiti,Varios,N
4927,1926,1900-1940,0,Sin datos,SINGAPORE,F,Unprovoked,Dived onto shark from floating stage,Mortal,Y
4928,1926,1900-1940,0,Sin datos,SOUTH AFRICA,M,Unprovoked,Swimming to mail boat,No details,UNKNOWN
4929,1925,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Floating on his back,Bitten,Y
4930,1925,1900-1940,11,Otoño,USA,UNKNOWN,Unprovoked,Sin datos,Varios,N
4931,1925,1900-1940,11,Otoño,USA,M,Unprovoked,Sin datos,Laceraciones,N
4932,1925,1900-1940,9,Verano,SPAIN,M,Provoked,Fishing,Bitten,N
4933,1925,1900-1940,9,Verano,ENGLAND,M,Unprovoked,Fishing,No injury,N
4934,1925,1900-1940,8,Verano,USA,F,Unprovoked,Swimming,Varios,N
4935,1925,1900-1940,6,Primavera,AUSTRALIA,UNKNOWN,Invalid,Sin datos,Varios,UNKNOWN
4936,1925,1900-1940,5,Primavera,USA,M,Unprovoked,Sin datos,Laceraciones,N
4937,1925,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Bathing in waist-deep water,Bitten,N
4938,1925,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
4939,1925,1900-1940,3,Invierno,PAPUA NEW GUINEA,M,Unprovoked,Swimming,Mortal,Y
4940,1925,1900-1940,1,Invierno,USA,M,Unprovoked,Swimming,Laceraciones,N
4941,1925,1900-1940,1,Invierno,CANADA,M,Unprovoked,"Diving, repairing water main at depth of 90'",Varios,N
4942,1925,1900-1940,0,Sin datos,FIJI,M,Unprovoked,Diving for coins tossed from passenger ship,Bitten,N
4943,1924,1900-1940,11,Otoño,MEXICO,F,Unprovoked,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,Mortal,Y
4944,1924,1900-1940,11,Otoño,PANAMA,M,Unprovoked,"Inebriated, woke from sleep and fell off deck into the water ",Bitten,N
4945,1924,1900-1940,11,Otoño,USA,M,Unprovoked,Bathing,Bitten,Y
4946,1924,1900-1940,10,Otoño,FRENCH POLYNESIA,M,Provoked,Diving,Varios,N
4947,1924,1900-1940,10,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Bitten,N
4948,1924,1900-1940,7,Verano,USA,M,Unprovoked,Bathing,Bitten,N
4949,1924,1900-1940,7,Verano,ENGLAND,M,Provoked,Fishing,Varios,N
4950,1924,1900-1940,7,Verano,USA,M,Boat,Fishing,No injury,N
4951,1924,1900-1940,6,Primavera,USA,M,Provoked,Removing shark from a net,Varios,N
4952,1924,1900-1940,4,Primavera,AUSTRALIA,M,Unprovoked,"Fishing, fell in water & swimming strongly to shore",Mortal,Y
4953,1924,1900-1940,4,Primavera,PANAMA,M,Unprovoked,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",Varios,N
4954,1924,1900-1940,4,Primavera,AUSTRALIA,M,Invalid,Swimming ,Varios,N
4955,1924,1900-1940,3,Invierno,SOLOMON ISLANDS,M,Unprovoked,Swimming,Bitten,N
4956,1924,1900-1940,3,Invierno,SPAIN,UNKNOWN,Boat,Fishing,No injury,N
4957,1924,1900-1940,2,Invierno,AUSTRALIA,F,Unprovoked,Bathing in 5' of water,Bitten,N
4958,1924,1900-1940,2,Invierno,AUSTRALIA,M,Invalid,Bathing,Varios,UNKNOWN
4959,1924,1900-1940,1,Invierno,SOUTH AFRICA,M,Unprovoked,Swimming,Mortal,Y
4960,1924,1900-1940,1,Invierno,SOUTH AFRICA,M,Unprovoked,Swimming,Laceraciones,N
4961,1924,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Had just dived into water & was swimming,Laceraciones,Y
4962,1923,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Laceraciones,N
4963,1923,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,"Fishing, standing in waist-deep water",Mortal,Y
4964,1923,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Dry shelling,Mortal,Y
4965,1923,1900-1940,11,Otoño,AUSTRALIA,M,Invalid,Fishing,Mortal,Y
4966,1923,1900-1940,10,Otoño,AUSTRALIA,M,Invalid,Sailing,Bitten,Y
4967,1923,1900-1940,10,Otoño,AUSTRALIA,UNKNOWN,Boat,Fishing,No injury,N
4968,1923,1900-1940,10,Otoño,AUSTRALIA,M,Unprovoked,Diving,Varios,N
4969,1923,1900-1940,8,Verano,GUYANA,M,Unprovoked,Fishing,Varios,N
4970,1923,1900-1940,7,Verano,AUSTRALIA,M,Unprovoked,Diving for pearl,Varios,N
4971,1923,1900-1940,6,Primavera,AUSTRALIA,M,Boat,"After rowing skiff was holed by shark, he was attempting to swim ashore",Mortal,Y
4972,1923,1900-1940,6,Primavera,MEXICO,UNKNOWN,Boat,Dismantling cable buoys of the cable ship All America,No injury,N
4973,1923,1900-1940,5,Primavera,AUSTRALIA,M,Unprovoked,Bathing,Varios,N
4974,1923,1900-1940,5,Primavera,AUSTRALIA,M,Unprovoked,Diving?,Mortal,Y
4975,1923,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Diving,Laceraciones,N
4976,1923,1900-1940,2,Invierno,USA,M,Unprovoked,Swimming ,Bitten,N
4977,1923,1900-1940,1,Invierno,AUSTRALIA,M,Invalid,Sin datos,Varios,UNKNOWN
4978,1923,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Bitten,Y
4979,1923,1900-1940,1,Invierno,CUBA,M,Invalid,seaplane Columbus ditched in the sea,Varios,Y
4980,1923,1900-1940,0,Sin datos,USA,M,Boat,Fishing,No injury,N
4981,1923,1900-1940,0,Sin datos,PHILIPPINES,M,Unprovoked,Sin datos,Bitten,Y
4982,1923,1900-1940,0,Sin datos,USA,M,Provoked,Fishing,Varios,N
4983,1922,1900-1940,0,Sin datos,USA,M,Provoked,Fishing,Varios,N
4984,1922,1900-1940,12,Otoño,USA,F,Unprovoked,Bathing,Bitten,Y
4985,1922,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Bathing in 3' to 4' of water,Mortal,Y
4986,1922,1900-1940,9,Verano,BARBADOS,M,Unprovoked,Fishing,Mortal,Y
4987,1922,1900-1940,10,Otoño,AUSTRALIA,M,Invalid,Sailing,Mortal,UNKNOWN
4988,1922,1900-1940,9,Verano,USA,M,Unprovoked,Diving,Varios,N
4989,1922,1900-1940,9,Verano,ENGLAND,M,Unprovoked,Swimming ,Mortal,Y
4990,1922,1900-1940,9,Verano,USA,UNKNOWN,Boat,Fishing,No injury,N
4991,1922,1900-1940,7,Verano,USA,M,Unprovoked,Sin datos,Bitten,N
4992,1922,1900-1940,6,Primavera,USA,F,Unprovoked,Floating,Bitten,Y
4993,1922,1900-1940,5,Primavera,JAMAICA,M,Unprovoked,Swimming,Bitten,Y
4994,1922,1900-1940,5,Primavera,SOUTH AFRICA,M,Unprovoked,Swimming,Bitten,N
4995,1922,1900-1940,4,Primavera,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
4996,1922,1900-1940,3,Invierno,JAMAICA,M,Unprovoked,Fishing,Varios,N
4997,1922,1900-1940,3,Invierno,JAMAICA,F,Unprovoked,Bathing,Mortal,Y
4998,1922,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Bathing in knee-deep water,Mortal,Y
4999,1922,1900-1940,2,Invierno,AUSTRALIA,M,Invalid,Swimming,Varios,Y
5000,1922,1900-1940,2,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Bitten,Y
5001,1922,1900-1940,1,Invierno,IRAQ,M,Unprovoked,Bathing,Mortal,Y
5002,1922,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Swimming ,Mortal,Y
5003,1922,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Varios,N
5004,1922,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Surfing,Bitten,Y
5005,1921,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Varios,N
5006,1921,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Fell from his father's back into the water,Mortal,Y
5007,1921,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,"Bathing to dinghy, carrying his son",Bitten,N
5008,1921,1900-1940,11,Otoño,FIJI,UNKNOWN,Unprovoked,Swimming,Mortal,Y
5009,1921,1900-1940,10,Otoño,AUSTRALIA,M,Unprovoked,Diving for beche-de-mer ,Laceraciones,N
5010,1921,1900-1940,10,Otoño,AUSTRALIA,M,Unprovoked,Diving for beche-de-mer,Bitten,Y
5011,1921,1900-1940,9,Verano,ENGLAND,M,Provoked,Fishing,Bitten,N
5012,1921,1900-1940,8,Verano,AUSTRALIA,M,Unprovoked,Sin datos,Laceraciones,N
5013,1921,1900-1940,8,Verano,PHILIPPINES,M,Unprovoked,Swimming,Laceraciones,Y
5014,1921,1900-1940,1,Invierno,PHILIPPINES,UNKNOWN,Invalid,Sin datos,Varios,UNKNOWN
5015,1920,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Laceraciones,N
5016,1921,1900-1940,8,Verano,HAITI,M,Unprovoked,Dived into a school of baitfish,Mortal,Y
5017,1920,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Minor injury,N
5018,1920,1900-1940,11,Otoño,PHILIPPINES,UNKNOWN,Sea Disaster,The coastwise steamer San Basilio capsized in a typhoon,Mortal,Y
5019,1920,1900-1940,7,Verano,USA,M,Invalid,Swimming ,Varios,Y
5020,1920,1900-1940,7,Verano,AUSTRALIA,M,Unprovoked,Diving for trochus shell,Varios,N
5021,1920,1900-1940,6,Primavera,USA,M,Unprovoked,Swimming ,Bitten,N
5022,1920,1900-1940,6,Primavera,CANADA,UNKNOWN,Provoked,Harpooned shark,No injury,N
5023,1920,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,"Boat capsized, swimming to shore",Varios,N
5024,1920,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Diving,Laceraciones,N
5025,1920,1900-1940,2,Invierno,SOUTH AFRICA,F,Unprovoked,Floating face down,Bitten,N
5026,1920,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Diving,Mortal,Y
5027,1920,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Swimming ,Bitten,Y
5028,1920,1900-1940,0,Sin datos,JAMAICA,M,Unprovoked,Jumped overboard,Mortal,Y
5029,1920,1900-1940,0,Sin datos,NEW ZEALAND,F,Unprovoked,Sin datos,Varios,N
5030,1920,1900-1940,0,Sin datos,SOUTH AFRICA,M,Unprovoked,Splashing,Bitten,N
5031,1919,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Laceraciones,N
5032,1919,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Bitten,Y
5033,1919,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Sitting in a boat,Laceraciones,N
5034,1919,1900-1940,9,Verano,COSTA RICA,M,Unprovoked,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,Mortal,Y
5035,1919,1900-1940,8,Verano,USA,M,Unprovoked,Swimming,Varios,N
5036,1919,1900-1940,5,Primavera,USA,M,Unprovoked,"""Swimming vigorously""",Bitten,N
5037,1919,1900-1940,4,Primavera,USA,M,Unprovoked,Knocked into the water,Mortal,Y
5038,1919,1900-1940,3,Invierno,AUSTRALIA,M,Invalid,Cutter capsized,Varios,UNKNOWN
5039,1919,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Varios,N
5040,1919,1900-1940,1,Invierno,NEW ZEALAND,F,Unprovoked,Swimming,Bitten,N
5041,1919,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Bitten,Y
5042,1919,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Bathing (shrimping),Bitten,Y
5043,1919,1900-1940,0,Sin datos,ITALY,M,Boat,Fishing,No injury,N
5044,1919,1900-1940,0,Sin datos,USA,F,Unprovoked,Swimming,Varios,N
5045,1918,1900-1940,11,Otoño,USA,M,Unprovoked,Fishing,Mortal,Y
5046,1918,1900-1940,11,Otoño,SAN DOMINGO,M,Sea Disaster,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,Mortal,Y
5047,1918,1900-1940,9,Verano,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5048,1918,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
5049,1918,1900-1940,0,Sin datos,AUSTRALIA,M,Unprovoked,Diving,Varios,N
5050,1917,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Laceraciones,N
5051,1917,1900-1940,11,Otoño,MOZAMBIQUE,M,Unprovoked,Wreck of the tug Magellan,Mortal,Y
5052,1917,1900-1940,9,Verano,USA,M,Unprovoked,"Swimming, towing an empty barrel",Laceraciones,N
5053,1917,1900-1940,9,Verano,USA,M,Provoked,Stuffing a shark into an automobile,Laceraciones,N
5054,1917,1900-1940,9,Verano,PANAMA,M,Unprovoked,Swimming to shore from the Medic,Mortal,Y
5055,1917,1900-1940,7,Verano,USA,M,Unprovoked,Diving,Mortal,Y
5056,1917,1900-1940,7,Verano,IRELAND,M,Sea Disaster,Ship Mariston torpedoed & sunk,Mortal,Y
5057,1917,1900-1940,6,Primavera,USA,M,Unprovoked,Swimming beside launch,Bitten,N
5058,1917,1900-1940,5,Primavera,PHILIPPINES,M,Unprovoked,Swimming,Mortal,Y
5059,1917,1900-1940,5,Primavera,KUWAIT,M,Unprovoked,Diving for pearls,Bitten,N
5060,1917,1900-1940,0,Sin datos,LIBYA,M,Unprovoked,Diving for sponges,Varios,N
5061,1916,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Bitten,N
5062,1916,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Taking wife to beach & about 1 m from the shore,Mortal,Y
5063,1916,1900-1940,12,Otoño,AUSTRALIA,F,Unprovoked,Swimming 10 m from shore,Varios,N
5064,1916,1900-1940,11,Otoño,PANAMA,M,Provoked,Sin datos,Bitten,N
5065,1916,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
5066,1916,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5067,1916,1900-1940,10,Otoño,USA,M,Provoked,"Fishing, attempted to take a netted shark",Bitten,Y
5068,1916,1900-1940,8,Verano,USA,M,Unprovoked,Netting shrimp,Bitten,N
5069,1916,1900-1940,7,Verano,USA,M,Unprovoked,Fishing,Laceraciones,N
5070,1916,1900-1940,7,Verano,USA,F,Invalid,Swimming,Varios,N
5071,1916,1900-1940,7,Verano,USA,M,Unprovoked,Swimming,Varios,N
5072,1916,1900-1940,7,Verano,USA,M,Unprovoked,Swimming,Bitten,N
5073,1916,1900-1940,7,Verano,USA,M,Unprovoked,Swimming (recovering remains of Stilwell) ,Bitten,Y
5074,1916,1900-1940,7,Verano,USA,M,Unprovoked,Swimming,Bitten,Y
5075,1916,1900-1940,7,Verano,BAHAMAS,M,Sea Disaster,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,Mortal,Y
5076,1916,1900-1940,7,Verano,SPAIN,M,Unprovoked,Diving,Varios,N
5077,1916,1900-1940,7,Verano,PHILIPPINES,M,Unprovoked,Bathing,Varios,N
5078,1916,1900-1940,7,Verano,USA,M,Unprovoked,Swimming,Mortal,Y
5079,1916,1900-1940,7,Verano,USA,M,Unprovoked,Swimming,Bitten,Y
5080,1916,1900-1940,6,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
5081,1916,1900-1940,6,Primavera,ATLANTIC OCEAN,M,Unprovoked,Jumped overboard from Norwegian steamship Venator,Mortal,Y
5082,1916,1900-1940,6,Primavera,USA,M,Provoked,Sin datos,Bitten,N
5083,1916,1900-1940,4,Primavera,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
5084,1916,1900-1940,4,Primavera,AUSTRALIA,M,Unprovoked,Clinging to overturned rowing boat,Mortal,Y
5085,1916,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Varios,N
5086,1915,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Diving,Varios,N
5087,1915,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Varios,N
5088,1915,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Varios,N
5089,1915,1900-1940,8,Verano,USA,M,Unprovoked,Sin datos,Varios,N
5090,1915,1900-1940,7,Verano,MEXICO,M,Unprovoked,Fishing,Mortal,Y
5091,1915,1900-1940,7,Verano,MEXICO,M,Unprovoked,Bathing,Mortal,Y
5092,1915,1900-1940,5,Primavera,EGYPT,M,Invalid,Fell overboard,Varios,Y
5093,1915,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Diving,Bitten,N
5094,1915,1900-1940,2,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Bitten,N
5095,1915,1900-1940,1,Invierno,NEW ZEALAND,M,Invalid,Fishing,Varios,Y
5096,1915,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5097,1915,1900-1940,0,Sin datos,USA,M,Invalid,Sin datos,Varios,UNKNOWN
5098,1914,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Laceraciones,N
5099,1914,1900-1940,10,Otoño,SAMOA,F,Sea Disaster,Copra vessel with 19 on board was wrecked in a squall,Bitten,N
5100,1914,1900-1940,9,Verano,JAMAICA,M,Unprovoked,Fell overboard,Mortal,Y
5101,1914,1900-1940,9,Verano,USA,M,Unprovoked,Swimming,Mortal,Y
5102,1914,1900-1940,7,Verano,CROATIA,F,Unprovoked,Washing clothes,No injury,N
5103,1914,1900-1940,7,Verano,USA,M,Provoked,Fishing,Varios,N
5104,1914,1900-1940,7,Verano,CROATIA,M,Unprovoked,Sin datos,No injury,N
5105,1914,1900-1940,6,Primavera,MONTENEGRO,M,Boat,Fishing,No injury,N
5106,1914,1900-1940,6,Primavera,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5107,1914,1900-1940,5,Primavera,NEW CALEDONIA,M,Sea Disaster,Swimming ashore from swamped 13-ft boat,Mortal,Y
5108,1914,1900-1940,5,Primavera,USA,F,Provoked,Fishing,Laceraciones,N
5109,1914,1900-1940,3,Invierno,USA,M,Invalid,Swimming,Varios,Y
5110,1914,1900-1940,3,Invierno,USA,M,Unprovoked,Washed into sea while picking opihi & attacked by 2 large sharks ,Mortal,Y
5111,1914,1900-1940,2,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Laceraciones,N
5112,1914,1900-1940,2,Invierno,AUSTRALIA,M,Unprovoked,Canoeing,Laceraciones,N
5113,1914,1900-1940,1,Invierno,AUSTRALIA,F,Unprovoked,Bathing,Varios,N
5114,1914,1900-1940,0,Sin datos,SOUTH AFRICA,F,Unprovoked,Sin datos,No details,UNKNOWN
5115,1913,1900-1940,12,Otoño,USA,UNKNOWN,Provoked,Fishing,No injury,N
5116,1913,1900-1940,11,Otoño,NIGERIA,M,Unprovoked,Boat swamped,Mortal,Y
5117,1913,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Bitten,N
5118,1913,1900-1940,9,Verano,USA,M,Unprovoked,Sin datos,Varios,N
5119,1913,1900-1940,9,Verano,CROATIA,M,Provoked,Sin datos,Bitten,N
5120,1913,1900-1940,8,Verano,USA,M,Invalid,Sin datos,Varios,UNKNOWN
5121,1913,1900-1940,8,Verano,USA,F,Invalid,Sin datos,Varios,UNKNOWN
5122,1913,1900-1940,8,Verano,ITALY,UNKNOWN,Invalid,Sin datos,Varios,Y
5123,1913,1900-1940,7,Verano,USA,M,Unprovoked,Sin datos,Mortal,Y
5124,1913,1900-1940,5,Primavera,USA,M,Provoked,Fishing,Bitten,N
5125,1913,1900-1940,5,Primavera,AUSTRALIA,M,Provoked,Hauling in net,Laceraciones,N
5126,1913,1900-1940,3,Invierno,SAMOA,M,Unprovoked,Sin datos,Varios,N
5127,1913,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Diving,Bitten,N
5128,1913,1900-1940,0,Sin datos,REUNION,M,Unprovoked,Swimming after his hat,Mortal,Y
5129,1913,1900-1940,0,Sin datos,REUNION,M,Unprovoked,Swimming,Mortal,Y
5130,1913,1900-1940,0,Sin datos,AUSTRALIA,M,Unprovoked,Sin datos,Varios,N
5131,1912,1900-1940,8,Verano,USA,M,Unprovoked,Swimming,Mortal,Y
5132,1912,1900-1940,7,Verano,USA,M,Unprovoked,Swimming,Varios,N
5133,1912,1900-1940,7,Verano,SOLOMON ISLANDS,M,Unprovoked,Bathing,Mortal,Y
5134,1912,1900-1940,5,Primavera,SOUTH AFRICA,M,Invalid,Sin datos,No details,UNKNOWN
5135,1912,1900-1940,3,Invierno,NEW ZEALAND,M,Unprovoked,Swimming,Varios,N
5136,1912,1900-1940,2,Invierno,AUSTRALIA,M,Provoked,Diving,No injury,N
5137,1912,1900-1940,2,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Bitten,N
5138,1912,1900-1940,2,Invierno,NEW CALEDONIA,M,Unprovoked,Swimming,Bitten,N
5139,1912,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
5140,1912,1900-1940,1,Invierno,FIJI,M,Unprovoked,Washed overboard,Mortal,Y
5141,1912,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Sin datos,Bitten,N
5142,1912,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5143,1912,1900-1940,0,Sin datos,SPAIN,M,Unprovoked,Fell into the water,Mortal,Y
5144,1911,1900-1940,11,Otoño,USA,M,Invalid,Sin datos,Varios,Y
5145,1911,1900-1940,10,Otoño,USA,M,Unprovoked,Fell overboard from steamship Rio Grande,Mortal,Y
5146,1911,1900-1940,10,Otoño,AUSTRALIA,M,Unprovoked,Diving,Bitten,N
5147,1911,1900-1940,9,Verano,USA,M,Unprovoked,Jumped overboard to rescue companion,Mortal,Y
5148,1911,1900-1940,9,Verano,USA,M,Unprovoked,Fell overboard & swimming,Mortal,Y
5149,1911,1900-1940,9,Verano,USA,M,Unprovoked,Bathing,Bitten,N
5150,1911,1900-1940,7,Verano,SPAIN,M,Unprovoked,Bathing,Mortal,Y
5151,1911,1900-1940,7,Verano,USA,M,Provoked,Fishing,Varios,N
5152,1911,1900-1940,5,Primavera,SOUTH AFRICA,M,Unprovoked,Bathing,Mortal,Y
5153,1911,1900-1940,5,Primavera,USA,M,Provoked,Fishing,Varios,N
5154,1911,1900-1940,5,Primavera,SOUTH AFRICA,M,Unprovoked,Swimming,Mortal,Y
5155,1911,1900-1940,4,Primavera,NEW ZEALAND,UNKNOWN,Boat,Fishing,No injury,N
5156,1911,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
5157,1911,1900-1940,1,Invierno,AUSTRALIA,M,Sea Disaster,3-masted steel barque Glenbank foundered during a cyclone,Minor injury,N
5158,1911,1900-1940,0,Sin datos,USA,M,Unprovoked,Swimming,Minor injury,N
5159,1911,1900-1940,0,Sin datos,NEW ZEALAND,M,Unprovoked,Fishing,Mortal,Y
5160,1910,1900-1940,12,Otoño,CROATIA,M,Invalid,Sin datos,Mortal,Y
5161,1910,1900-1940,12,Otoño,AUSTRALIA,M,Sea Disaster,Shipwrecked pearling schooner,Mortal,Y
5162,1910,1900-1940,11,Otoño,NORTH ATLANTIC OCEAN,M,Provoked,Fishing,Bitten,N
5163,1910,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Bitten,N
5164,1910,1900-1940,6,Primavera,MEXICO,M,Unprovoked,Swimming,Bitten,N
5165,1910,1900-1940,6,Primavera,MOZAMBIQUE,UNKNOWN,Sea Disaster,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",Mortal,Y
5166,1910,1900-1940,5,Primavera,USA,M,Invalid,"Unknown, their unoccupied yawlboat was recovered",Varios,N
5167,1910,1900-1940,3,Invierno,PANAMA,M,Unprovoked,Fell overboard from USS cruiser Tacoma,Mortal,Y
5168,1910,1900-1940,3,Invierno,NEW ZEALAND,M,Unprovoked,Swimming,Laceraciones,N
5169,1910,1900-1940,3,Invierno,USA,M,Invalid,Diving,No injury,N
5170,1910,1900-1940,2,Invierno,AUSTRALIA,M,Unprovoked,Surfing,Bitten,N
5171,1910,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Sin datos,Mortal,Y
5172,1910,1900-1940,0,Sin datos,USA,M,Invalid,"Fishing, thrown into water by heavy sea, clinging to rocks at the water line",Bitten,Y
5173,1910,1900-1940,0,Sin datos,PHILIPPINES,M,Unprovoked,Swimming,Varios,UNKNOWN
