Ataques,Year,Epoca,Month,Estacion,Country,Sex,Type,Activity,Injury,Mortal
293,2014,1980-Actualidad,8,Verano,USA,M,Unprovoked,Bathing,Varios,N
294,2014,1980-Actualidad,8,Verano,USA,M,Unprovoked,Sin datos,Varios,N
295,2014,1980-Actualidad,8,Verano,BAHAMAS,M,Unprovoked,Fishing,Varios,N
296,2014,1980-Actualidad,8,Verano,USA,F,Unprovoked,Swimming,Varios,N
297,2014,1980-Actualidad,8,Verano,USA,M,Unprovoked,Swimming,Varios,N
298,2014,1980-Actualidad,8,Verano,USA,M,Unprovoked,Boogie boarding,Laceraciones,N
299,2014,1980-Actualidad,8,Verano,USA,F,Unprovoked,Swimming,Laceraciones,N
300,2014,1980-Actualidad,8,Verano,USA,M,Unprovoked,Surfing,Bitten,N
301,2014,1980-Actualidad,8,Verano,USA,M,Unprovoked,Boogie boarding,Varios,N
302,2014,1980-Actualidad,8,Verano,SOUTH AFRICA,M,Unprovoked,Surfing,Bitten,N
304,2014,1980-Actualidad,7,Verano,USA,M,Unprovoked,Swimming,Bitten,N
305,2014,1980-Actualidad,7,Verano,REUNION,M,Unprovoked,Surfing,Laceraciones,N
306,2014,1980-Actualidad,7,Verano,USA,M,Unprovoked,Bathing,Laceraciones,N
307,2014,1980-Actualidad,7,Verano,SPAIN,UNKNOWN,Unprovoked,Bathing,Minor injury,N
308,2014,1980-Actualidad,7,Verano,USA,M,Unprovoked,Swimming,Laceraciones,N
309,2014,1980-Actualidad,7,Verano,USA,M,Unprovoked,Swimming,Varios,N
310,2014,1980-Actualidad,7,Verano,BAHAMAS,M,Invalid,Diving,Varios,Y
311,2014,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
312,2014,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
313,2014,1980-Actualidad,7,Verano,USA,M,Provoked,Swimming,Bitten,N
314,2014,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,No injury,N
315,2014,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Bitten,N
316,2014,1980-Actualidad,6,Primavera,ST. MARTIN,M,Boat,Transatlantic Rowing,Varios,N
317,2014,1980-Actualidad,6,Primavera,BAHAMAS,M,Unprovoked,Fishing,No injury,N
318,2014,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
319,2014,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
320,2014,1980-Actualidad,6,Primavera,AUSTRALIA,M,Provoked,Petting a shark,Laceraciones,N
321,2014,1980-Actualidad,6,Primavera,BRAZIL,M,Unprovoked,Fishing,Varios,N
322,2014,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Bathing,Varios,N
323,2014,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,Minor injury,N
324,2014,1980-Actualidad,6,Primavera,JAPAN,M,Unprovoked,Surfing,Bitten,N
325,2014,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Kneeling in the water,Varios,N
326,2014,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Swimming,Varios,N
327,2014,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
328,2014,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Tagging sharks,Varios,N
329,2014,1980-Actualidad,5,Primavera,AUSTRALIA,F,Unprovoked,Fell into the water,Laceraciones,N
330,2014,1980-Actualidad,5,Primavera,FRANCE,M,Unprovoked,Diving,Laceraciones,N
331,2014,1980-Actualidad,5,Primavera,AUSTRALIA,M,Provoked,Teasing a shark,Varios,N
332,2015,1980-Actualidad,11,Otoño,ECUADOR,M,Unprovoked,Bathing,Laceraciones,N
333,2014,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Surfing,Bitten,N
334,2014,1980-Actualidad,5,Primavera,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
335,2014,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Bathing,Laceraciones,N
336,2014,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Surfing,Varios,N
337,2014,1980-Actualidad,5,Primavera,USA,M,Invalid,Diving,No injury,N
338,2014,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Swimming,Laceraciones,N
339,2014,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Surfing,Varios,N
340,2014,1980-Actualidad,4,Primavera,AUSTRALIA,M,Unprovoked,Fishing,Minor injury,N
341,2014,1980-Actualidad,4,Primavera,USA,UNKNOWN,Unprovoked,Swimming,Varios,N
342,2014,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Bathing,Varios,N
343,2014,1980-Actualidad,4,Primavera,SOUTH AFRICA,UNKNOWN,Boat,Shark watching,No injury,N
344,2014,1980-Actualidad,4,Primavera,SOUTH AFRICA,M,Provoked,Fishing,Laceraciones,N
345,2014,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Varios,N
346,2014,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Laceraciones,N
347,2014,1980-Actualidad,4,Primavera,AUSTRALIA,F,Unprovoked,Swimming,Mortal,Y
348,2014,1980-Actualidad,3,Invierno,AUSTRALIA,M,Invalid,Diving for lobsters,Varios,Y
349,2014,1980-Actualidad,3,Invierno,SOUTH AFRICA,M,Unprovoked,Swimming,Mortal,Y
350,2014,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Surfing,Laceraciones,N
351,2014,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Surfing,Laceraciones,N
352,2014,1980-Actualidad,3,Invierno,NEW CALEDONIA,M,Unprovoked,Surfing,Laceraciones,N
353,2014,1980-Actualidad,3,Invierno,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
354,2014,1980-Actualidad,3,Invierno,CAYMAN ISLANDS,M,Invalid,Diving,No injury,N
355,2014,1980-Actualidad,3,Invierno,AUSTRALIA,F,Invalid,Sin datos,Varios,N
356,2014,1980-Actualidad,3,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Varios,N
357,2014,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Surfing,Laceraciones,N
358,2014,1980-Actualidad,2,Invierno,FRENCH POLYNESIA,M,Unprovoked,Surfing,Laceraciones,N
359,2014,1980-Actualidad,2,Invierno,PAPUA NEW GUINEA,M,Boat,Sailing,No injury,N
360,2014,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Fishing,Mortal,Y
361,2014,1980-Actualidad,2,Invierno,TRINIDAD & TOBAGO,M,Provoked,Fishing,Varios,N
362,2014,1980-Actualidad,2,Invierno,NEW ZEALAND,M,Unprovoked,Surfing,Laceraciones,N
363,2014,1980-Actualidad,1,Invierno,AUSTRALIA,M,Provoked,Fishing,Laceraciones,N
364,2014,1980-Actualidad,1,Invierno,NEW ZEALAND,M,Unprovoked,Fishing,Minor injury,N
365,2014,1980-Actualidad,1,Invierno,JAPAN,M,Sea Disaster,Sea disaster,Varios,N
366,2014,1980-Actualidad,0,Sin datos,NEW ZEALAND,UNKNOWN,Boat,Filming a documentary,No injury,N
367,2013,1980-Actualidad,12,Otoño,NEW CALEDONIA,M,Unprovoked,Bathing,Bitten,N
368,2013,1980-Actualidad,12,Otoño,SOUTH AFRICA,M,Unprovoked,Surfing,Varios,N
369,2013,1980-Actualidad,12,Otoño,KIRIBATI,M,Unprovoked,Fishing,Varios,N
370,2013,1980-Actualidad,12,Otoño,USA,M,Unprovoked,Boogie boarding,Laceraciones,N
371,2013,1980-Actualidad,12,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
372,2013,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
373,2013,1980-Actualidad,12,Otoño,USA,M,Unprovoked,Kayaking / Fishing,Mortal,Y
374,2013,1980-Actualidad,11,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Mortal,Y
375,2013,1980-Actualidad,11,Otoño,USA,F,Unprovoked,Bathing,Bitten,N
376,2013,1980-Actualidad,11,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Mortal,Y
377,2013,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,No injury,N
378,2013,1980-Actualidad,11,Otoño,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
379,2013,1980-Actualidad,11,Otoño,BAHAMAS,M,Provoked,Fishing,Varios,N
380,2013,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,No injury,N
381,2013,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
382,2013,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Kiteboarding,Varios,N
383,2013,1980-Actualidad,10,Otoño,AUSTRALIA,F,Unprovoked,Bathing,Laceraciones,N
384,2013,1980-Actualidad,10,Otoño,REUNION,M,Unprovoked,Surfing,Varios,N
385,2013,1980-Actualidad,10,Otoño,AUSTRALIA,M,Unprovoked,Diving for crayfish,No injury,N
386,2013,1980-Actualidad,10,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
387,2013,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Diving ,Varios,N
388,2013,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,No injury,N
389,2013,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Bathing,Varios,N
390,2013,1980-Actualidad,10,Otoño,SOUTH AFRICA,M,Unprovoked,Swimming / snorkeling,Mortal,Y
391,2013,1980-Actualidad,10,Otoño,AUSTRALIA,M,Unprovoked,Diving for Abalone,Varios,N
392,2013,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Varios,N
393,2013,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Bathing,Laceraciones,N
394,2013,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
395,2013,1980-Actualidad,9,Verano,ISRAEL,M,Provoked,Diving,Bitten,N
396,2013,1980-Actualidad,9,Verano,USA,M,Unprovoked,Bathing,Varios,N
397,2013,1980-Actualidad,9,Verano,USA,M,Unprovoked,Swimming,Laceraciones,N
398,2013,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
399,2013,1980-Actualidad,9,Verano,USA,M,Unprovoked,Swimming,Laceraciones,N
400,2013,1980-Actualidad,9,Verano,USA,F,Unprovoked,Surfing,Bitten,N
401,2013,1980-Actualidad,9,Verano,USA,F,Unprovoked,Sin datos,No details,UNKNOWN
402,2013,1980-Actualidad,9,Verano,USA,M,Provoked,Surfing,Bitten,N
403,2013,1980-Actualidad,9,Verano,USA,M,Unprovoked,Bathing,Minor injury,N
404,2013,1980-Actualidad,9,Verano,USA,M,Unprovoked,Swimming,Bitten,N
405,2013,1980-Actualidad,9,Verano,USA,M,Provoked,Sin datos,Bitten,N
406,2013,1980-Actualidad,9,Verano,BAHAMAS,M,Unprovoked,Sin datos,Varios,N
407,2013,1980-Actualidad,9,Verano,USA,M,Unprovoked,Casting a net,Laceraciones,N
408,2013,1980-Actualidad,8,Verano,BAHAMAS,M,Unprovoked,Fishing,Bitten,N
409,2013,1980-Actualidad,8,Verano,USA,M,Unprovoked,Swimming,Bitten,N
410,2013,1980-Actualidad,8,Verano,USA,F,Invalid,Marathon swimming,Varios,N
411,2013,1980-Actualidad,8,Verano,FRANCE,M,Provoked,Fishing,Varios,N
412,2013,1980-Actualidad,8,Verano,USA,F,Unprovoked,Boogie boarding,Minor injury,N
413,2013,1980-Actualidad,8,Verano,AUSTRALIA,M,Unprovoked,Wrangling a shark,Laceraciones,N
414,2013,1980-Actualidad,8,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
415,2013,1980-Actualidad,8,Verano,USA,F,Unprovoked,Surfing,No injury,N
416,2013,1980-Actualidad,8,Verano,USA,F,Unprovoked,Bathing,Mortal,Y
417,2013,1980-Actualidad,8,Verano,USA,F,Unprovoked,Kiteboarding,No injury,N
418,2013,1980-Actualidad,8,Verano,USA,M,Unprovoked,Surfing,No injury,N
419,2013,1980-Actualidad,8,Verano,SOUTH AFRICA,M,Unprovoked,Attempting to free the shark,Varios,N
420,2013,1980-Actualidad,8,Verano,USA,M,Unprovoked,Fishing,Minor injury,N
421,2013,1980-Actualidad,7,Verano,USA,F,Unprovoked,Bathing,Laceraciones,N
422,2013,1980-Actualidad,7,Verano,USA,M,Unprovoked,Swimming,Bitten,N
423,2013,1980-Actualidad,7,Verano,BAHAMAS,M,Unprovoked,Fishing,Bitten,N
424,2013,1980-Actualidad,7,Verano,MEXICO,F,Unprovoked,Bathing,Bitten,N
425,2013,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Bitten,N
426,2013,1980-Actualidad,7,Verano,BAHAMAS,M,Unprovoked,Cleaning fish,Varios,N
427,2013,1980-Actualidad,7,Verano,BAHAMAS,M,Unprovoked,Diving,Varios,N
428,2013,1980-Actualidad,7,Verano,BRAZIL,F,Unprovoked,Swimming,Mortal,Y
429,2013,1980-Actualidad,7,Verano,USA,F,Unprovoked,Walking in surf,Laceraciones,N
430,2013,1980-Actualidad,7,Verano,USA,M,Unprovoked,Swimming ,Varios,N
431,2013,1980-Actualidad,7,Verano,REUNION,F,Unprovoked,Swimming & snorkeling,Mortal,Y
432,2013,1980-Actualidad,7,Verano,DIEGO GARCIA,M,Unprovoked,Swimming,Mortal,Y
433,2013,1980-Actualidad,7,Verano,USA,F,Unprovoked,Bathing,Bitten,N
434,2013,1980-Actualidad,7,Verano,SPAIN,M,Invalid,Swimming,Varios,N
435,2013,1980-Actualidad,7,Verano,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
436,2013,1980-Actualidad,6,Primavera,TAIWAN,M,Unprovoked,Fishing,Bitten,N
437,2013,1980-Actualidad,6,Primavera,JAMAICA,M,Invalid,Sin datos,Varios,Y
438,2013,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Kayaking / Fishing,No injury,N
439,2013,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Laceraciones,N
440,2013,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Varios,N
441,2013,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
442,2013,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
443,2013,1980-Actualidad,6,Primavera,SOUTH AFRICA,M,Unprovoked,Surfing,Laceraciones,N
444,2013,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Surfing,Laceraciones,N
445,2013,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Boogie Boarding,Varios,N
446,2013,1980-Actualidad,6,Primavera,USA,M,Provoked,Fishing,Bitten,N
447,2013,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
448,2013,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Diving,Laceraciones,N
449,2013,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
450,2013,1980-Actualidad,5,Primavera,BRAZIL,M,Unprovoked,Sin datos,Mortal,Y
451,2013,1980-Actualidad,5,Primavera,PALESTINIAN TERRITORIES,M,Provoked,Fishing,Varios,N
452,2013,1980-Actualidad,5,Primavera,ECUADOR,M,Unprovoked,Surfing,Varios,N
453,2013,1980-Actualidad,5,Primavera,USA,M,Invalid,Surfing,Varios,Y
454,2013,1980-Actualidad,5,Primavera,REUNION,M,Unprovoked,Surfing,Mortal,Y
455,2013,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Surfing,Laceraciones,N
456,2013,1980-Actualidad,4,Primavera,AUSTRALIA,M,Provoked,Fishing,Bitten,N
457,2013,1980-Actualidad,4,Primavera,MEXICO,F,Unprovoked,Swimming,Varios,N
458,2013,1980-Actualidad,4,Primavera,AUSTRALIA,M,Unprovoked,Fishing,Varios,N
459,2013,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Playing in the surf,Laceraciones,N
460,2013,1980-Actualidad,4,Primavera,SOUTH AFRICA,M,Unprovoked,Diving,Varios,N
461,2013,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Varios,N
462,2013,1980-Actualidad,4,Primavera,GUAM,M,Unprovoked,Sin datos,Mortal,Y
463,2013,1980-Actualidad,4,Primavera,FRENCH POLYNESIA,M,Unprovoked,Kite boarding,Varios,N
464,2013,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Swimming,Laceraciones,N
465,2013,1980-Actualidad,4,Primavera,AUSTRALIA,M,Invalid,Sin datos,Varios,Y
466,2013,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
467,2013,1980-Actualidad,3,Invierno,AUSTRALIA,M,Invalid,Surfing,Varios,N
468,2013,1980-Actualidad,3,Invierno,SEYCHELLES,M,Unprovoked,Diving,Laceraciones,N
469,2013,1980-Actualidad,3,Invierno,BELIZE,F,Unprovoked,Bathing,Varios,N
470,2013,1980-Actualidad,3,Invierno,BAHAMAS,M,Unprovoked,Fishing,Bitten,N
471,2013,1980-Actualidad,3,Invierno,SOUTH AFRICA,M,Provoked,Fishing,Laceraciones,N
472,2013,1980-Actualidad,3,Invierno,SOUTH AFRICA,M,Unprovoked,Surfing,No injury,N
473,2013,1980-Actualidad,3,Invierno,JAMAICA,M,Unprovoked,Fishing,Mortal,Y
474,2013,1980-Actualidad,3,Invierno,AUSTRALIA,M,Unprovoked,Fishing,Varios,N
475,2013,1980-Actualidad,3,Invierno,PHILIPPINES,M,Unprovoked,Swimming to shore with floatioon devices after boat engine conked out,Varios,N
476,2013,1980-Actualidad,3,Invierno,SOUTH AFRICA,M,Unprovoked,Swimming,Varios,N
477,2013,1980-Actualidad,2,Invierno,NEW ZEALAND,M,Unprovoked,Swimming,Mortal,Y
478,2013,1980-Actualidad,2,Invierno,USA,UNKNOWN,Unprovoked,Surfing,Laceraciones,N
479,2013,1980-Actualidad,2,Invierno,USA,M,Unprovoked,Surfing,No injury,N
480,2013,1980-Actualidad,2,Invierno,USA,M,Unprovoked,Surfing,Laceraciones,N
481,2013,1980-Actualidad,2,Invierno,FRENCH POLYNESIA,M,Unprovoked,Diving,Laceraciones,N
482,2013,1980-Actualidad,2,Invierno,JAMAICA,M,Unprovoked,Sin datos,Bitten,N
483,2013,1980-Actualidad,1,Invierno,AUSTRALIA,M,Boat,Fishing,No injury,N
484,2013,1980-Actualidad,1,Invierno,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
485,2013,1980-Actualidad,1,Invierno,AUSTRALIA,M,Invalid,Dragging stranded shark into deeper water,No injury,N
486,2013,1980-Actualidad,1,Invierno,USA,M,Unprovoked,Surfing,Bitten,N
487,2013,1980-Actualidad,1,Invierno,NEW ZEALAND,M,Unprovoked,Fishing,Varios,N
488,2013,1980-Actualidad,1,Invierno,AUSTRALIA,M,Unprovoked,Fishing,Bitten,N
489,2012,1980-Actualidad,12,Otoño,USA,M,Unprovoked,Swimming,Bitten,N
490,2012,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
491,2012,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Paddle boarding,Laceraciones,N
492,2012,1980-Actualidad,12,Otoño,SOUTH AFRICA,M,Unprovoked,Swimming,Mortal,Y
493,2012,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
494,2012,1980-Actualidad,12,Otoño,USA,M,Unprovoked,Surfing,Laceraciones,N
495,2012,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Fishing,Varios,N
496,2012,1980-Actualidad,12,Otoño,NEW ZEALAND,F,Unprovoked,Diving,No injury,N
497,2012,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Bathing,Laceraciones,N
498,2012,1980-Actualidad,11,Otoño,AUSTRALIA,M,Invalid,Sin datos,Varios,N
499,2012,1980-Actualidad,11,Otoño,MEXICO,M,Unprovoked,Swimming,Mortal,Y
500,2012,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,Varios,N
501,2012,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Diving,Bitten,N
502,2012,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,No injury,N
503,2012,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Varios,N
504,2012,1980-Actualidad,10,Otoño,USA,F,Unprovoked,Swimming,Varios,N
505,2012,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Mortal,Y
506,2012,1980-Actualidad,10,Otoño,USA,F,Unprovoked,Sin datos,Bitten,N
507,2012,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Varios,N
508,2012,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Paddle boarding,No injury,N
509,2012,1980-Actualidad,10,Otoño,USA,M,Invalid,Sin datos,Varios,N
510,2012,1980-Actualidad,10,Otoño,NIGERIA,F,Unprovoked,Bathing,Varios,N
511,2012,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Varios,N
512,2012,1980-Actualidad,10,Otoño,AUSTRALIA,M,Unprovoked,Bodyboarding,No injury,N
513,2012,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
514,2012,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Bitten,N
515,2012,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Bitten,N
516,2012,1980-Actualidad,9,Verano,TONGA,F,Unprovoked,Swimming,Varios,N
517,2012,1980-Actualidad,9,Verano,USA,UNKNOWN,Unprovoked,Surfing,Minor injury,N
518,2012,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Bitten,N
519,2012,1980-Actualidad,9,Verano,USA,M,Unprovoked,Swimming,Laceraciones,N
520,2012,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Bitten,N
521,2012,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
522,2012,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Varios,N
523,2012,1980-Actualidad,9,Verano,USA,F,Unprovoked,Boogie boarding,Varios,N
524,2012,1980-Actualidad,9,Verano,USA,UNKNOWN,Provoked,Fishing,Varios,N
525,2012,1980-Actualidad,9,Verano,USA,F,Unprovoked,Swimming or boogie boarding,Varios,N
526,2012,1980-Actualidad,8,Verano,SCOTLAND,M,Provoked,Fishing,No injury,N
527,2012,1980-Actualidad,8,Verano,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
528,2012,1980-Actualidad,8,Verano,BRAZIL,M,Unprovoked,Swimming,Mortal,Y
529,2012,1980-Actualidad,8,Verano,USA,M,Unprovoked,Bathing or swimming,Laceraciones,N
530,2012,1980-Actualidad,8,Verano,AUSTRALIA,UNKNOWN,Boat,Fishing,No injury,N
531,2012,1980-Actualidad,8,Verano,USA,M,Unprovoked,Diving,Laceraciones,N
532,2012,1980-Actualidad,8,Verano,REUNION,M,Unprovoked,Surfing,Varios,N
533,2012,1980-Actualidad,8,Verano,FRENCH POLYNESIA,M,Unprovoked,Fishing,Bitten,N
534,2012,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,No injury,N
535,2012,1980-Actualidad,7,Verano,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
536,2012,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Bitten,N
537,2012,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
538,2012,1980-Actualidad,7,Verano,USA,M,Invalid,Sin datos,Varios,N
539,2012,1980-Actualidad,7,Verano,REUNION,M,Unprovoked,Surfing,Mortal,Y
540,2012,1980-Actualidad,7,Verano,TRINIDAD & TOBAGO,M,Invalid,Swimming,Varios,Y
541,2012,1980-Actualidad,7,Verano,CANADA,F,Invalid,Surfing,Laceraciones,N
542,2012,1980-Actualidad,7,Verano,AUSTRALIA,M,Unprovoked,Surfing,Mortal,Y
543,2012,1980-Actualidad,7,Verano,USA,F,Unprovoked,Swimming,Laceraciones,N
544,2012,1980-Actualidad,7,Verano,BAHAMAS,M,Unprovoked,Fishing,Laceraciones,N
545,2012,1980-Actualidad,7,Verano,AUSTRALIA,F,Invalid,Diving,Varios,Y
546,2012,1980-Actualidad,7,Verano,USA,M,Unprovoked,Kayaking,No injury,N
547,2012,1980-Actualidad,7,Verano,SOUTH AFRICA,M,Unprovoked,Surfing,Varios,N
548,2012,1980-Actualidad,6,Primavera,CROATIA,UNKNOWN,Invalid,Swimming,Varios,N
549,2012,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
550,2012,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Surfing,Varios,N
551,2012,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Sitting in the water,Varios,N
552,2012,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
553,2012,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Minor injury,N
554,2012,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
555,2012,1980-Actualidad,6,Primavera,USA,M,Invalid,Bathing,Varios,N
556,2012,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Bathing,Varios,N
557,2012,1980-Actualidad,6,Primavera,USA,M,Provoked,Fishing,Varios,N
558,2012,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Swimming,Bitten,N
559,2012,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Minor injury,N
560,2012,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
561,2012,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Varios,N
562,2012,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
563,2012,1980-Actualidad,6,Primavera,ITALY,M,Provoked,Attempting to rescue an injured & beached shark,Varios,N
564,2012,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
565,2012,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Surfing,Varios,N
566,2012,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Boogie Boarding,Varios,N
567,2012,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Bathing,Bitten,N
568,2012,1980-Actualidad,5,Primavera,MEXICO,M,Unprovoked,Fishing,Varios,N
569,2012,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Surfing,Laceraciones,N
570,2012,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Kayak Fishing,No injury,N
571,2012,1980-Actualidad,5,Primavera,FIJI,M,Unprovoked,Fishing,Laceraciones,N
572,2012,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Kayaking / Fishing,No injury,N
573,2012,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Swimming,Bitten,N
574,2012,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Paddle boarding,No injury,N
575,2012,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Laceraciones,N
576,2012,1980-Actualidad,4,Primavera,SOUTH AFRICA,M,Unprovoked,Surfing,Mortal,Y
577,2012,1980-Actualidad,4,Primavera,AUSTRALIA,M,Unprovoked,Kayaking,Varios,N
578,2012,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Laceraciones,N
579,2012,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Sin datos,Bitten,N
580,2012,1980-Actualidad,3,Invierno,AUSTRALIA,M,Unprovoked,Diving,Mortal,Y
581,2012,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Surfing,Varios,N
582,2012,1980-Actualidad,3,Invierno,AUSTRALIA,UNKNOWN,Boat,Fishing,No injury,N
583,2012,1980-Actualidad,3,Invierno,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
